"Subs. Service Line No.","Compute Type","Active","Usage Line Number","Metered service date","Sub Account","Computed Quantity","Existing Entitled Qty","Usage Quantity","UOM","Product","Parent Product","Net Unit Price","SPM Document Number","Line Net Amount","Bill To Plan Number","Consumed Quantity","Overage","Compute Source","Status","Available Amt After Computing","Is Credit Memo?","Spm Partner Credit Amt","Bill to Customer","Trxn Extension ID","Line Net Amount Increased Precision","UCM Payment Credit Amt"
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377845.95510,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377684.97749,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",378130.58925,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376897.15381,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",375669.10228,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377621.61941,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",375779.43494,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377790.41181,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",375836.20637,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377851.25573,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",378013.43702,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376394.59730,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376338.86757,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376616.80305,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377181.31223,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376232.22562,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377237.14086,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376729.56905,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377404.81713,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377460.64576,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377015.13289,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377008.25884,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377293.35370,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",378074.85951,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376505.43113,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376010.25058,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376561.06936,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",375948.27516,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377678.65567,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376791.26616,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376902.16911,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",375562.92293,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376065.10705,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377175.91272,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376002.99504,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-02-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",376734.68324,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.007","Usage","true",,"08-01-2021","",1,0,1,"OCPU PER HOUR","B90572 - Oracle Cloud Infrastructure - Database Cloud Service - Enterprise Edition Extreme Performance - OCPU Per Hour","B88206 - Oracle PaaS and IaaS Universal Credits",5.0153000,"10378190 - 09-01-2021 - 0",5.02000,"",0,"false","","Invoiced | Acknowledged by AR",377348.79811,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,5.01530,
"1.011","Usage","true",,"08-02-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",1.91387,"false","","Invoiced | Skipped by SPM",376846.34049,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",0.91866,"false","","Invoiced | Skipped by SPM",377516.66820,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",1.37798,"false","","Invoiced | Skipped by SPM",377237.14086,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-02-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",1.99042,"false","","Invoiced | Skipped by SPM",376739.79347,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",0.53588,"false","","Invoiced | Skipped by SPM",377851.16080,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",0.38277,"false","","Invoiced | Skipped by SPM",377908.10159,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-02-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",3.06219,"false","","Invoiced | Skipped by SPM",376009.13105,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",0.22966,"false","","Invoiced | Skipped by SPM",378019.94924,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-02-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",2.14353,"false","","Invoiced | Skipped by SPM",376677.83737,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",0.45933,"false","","Invoiced | Skipped by SPM",377851.25573,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",1.30143,"false","","Invoiced | Skipped by SPM",377237.14086,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-02-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",2.29664,"false","","Invoiced | Skipped by SPM",376561.06936,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",0.61244,"false","","Invoiced | Skipped by SPM",377789.10528,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",0.15311,"false","","Invoiced | Skipped by SPM",378074.57023,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",1.07177,"false","","Invoiced | Skipped by SPM",377459.43812,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"1.011","Usage","true",,"08-01-2021","",0.07655,0,0.07655,"GB STORAGE CAP PER MO","B91628 - Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"10378190 - 09-01-2021 - 0",0.00000,"",1.45454,"false","","Invoiced | Skipped by SPM",377181.02690,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
