"Subs. Service Line No.","Compute Type","Active","Usage Line Number","Metered service date","Sub Account","Computed Quantity","Existing Entitled Qty","Usage Quantity","UOM","Product","Parent Product","Net Unit Price","SPM Document Number","Line Net Amount","Bill To Plan Number","Consumed Quantity","Overage","Compute Source","Status","Available Amt After Computing","Is Credit Memo?","Spm Partner Credit Amt","Bill to Customer","Trxn Extension ID","Line Net Amount Increased Precision","UCM Payment Credit Amt"
"3.076","Funded Allocation Usage","true",,"10-21-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00415,"true","","Invoiced | Skipped by SPM",3359291.05452,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-06-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00103,"true","","Invoiced | Skipped by SPM",3382474.05244,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-05-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00083,"true","","Invoiced | Skipped by SPM",3384464.69999,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-17-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00339,"true","","Invoiced | Skipped by SPM",3365816.03958,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-08-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00135,"true","","Invoiced | Skipped by SPM",3379936.34525,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-11-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00179,"true","","Invoiced | Skipped by SPM",3375529.59730,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-26-2021","",0.00002,0,0.00002,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00673,"true","","Invoiced | Skipped by SPM",3347384.39872,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-29-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00736,"true","","Invoiced | Skipped by SPM",3340955.49843,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-11-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00179,"true","","Invoiced | Skipped by SPM",3375597.08883,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-13-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00271,"true","","Invoiced | Skipped by SPM",3371277.34992,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-18-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00365,"true","","Invoiced | Skipped by SPM",3363416.58684,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-31-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00777,"true","","Invoiced | Skipped by SPM",3337492.13488,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-28-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00724,"true","","Invoiced | Skipped by SPM",3342652.45017,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-13-2021","",0.00015,0,0.00015,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00267,"true","","Invoiced | Skipped by SPM",3371876.73300,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-30-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00761,"true","","Invoiced | Skipped by SPM",3339192.07227,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-17-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00332,"true","","Invoiced | Skipped by SPM",3366282.07571,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-27-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00689,"true","","Invoiced | Skipped by SPM",3345429.37901,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-10-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00162,"true","","Invoiced | Skipped by SPM",3377200.82263,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-25-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00604,"true","","Invoiced | Skipped by SPM",3351114.92758,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-29-2021","",0.00004,0,0.00004,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00734,"true","","Invoiced | Skipped by SPM",3341352.41481,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-15-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.003,"true","","Invoiced | Skipped by SPM",3368546.10039,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-30-2021","",0.00002,0,0.00002,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00771,"true","","Invoiced | Skipped by SPM",3338357.03768,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-29-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00741,"true","","Invoiced | Skipped by SPM",3340597.45365,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-01-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00005,"true","","Invoiced | Skipped by SPM",3391558.03216,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-22-2021","",0.00007,0,0.00007,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.0053,"true","","Invoiced | Skipped by SPM",3356051.79583,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-06-2021","",0.00003,0,0.00003,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00094,"true","","Invoiced | Skipped by SPM",3383731.20201,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-13-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00249,"true","","Invoiced | Skipped by SPM",3372139.42324,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-26-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00676,"true","","Invoiced | Skipped by SPM",3347065.71797,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-25-2021","",0.00004,0,0.00004,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00621,"true","","Invoiced | Skipped by SPM",3350262.02858,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-25-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00612,"true","","Invoiced | Skipped by SPM",3350585.98754,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-11-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00221,"true","","Invoiced | Skipped by SPM",3374390.63757,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-08-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00136,"true","","Invoiced | Skipped by SPM",3379477.30947,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-13-2021","",0.00003,0,0.00003,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00252,"true","","Invoiced | Skipped by SPM",3372067.21490,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-27-2021","",0.00004,0,0.00004,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00698,"true","","Invoiced | Skipped by SPM",3344600.76000,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-25-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00605,"true","","Invoiced | Skipped by SPM",3350985.19507,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-26-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00676,"true","","Invoiced | Skipped by SPM",3347035.63968,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-15-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00303,"true","","Invoiced | Skipped by SPM",3368288.27133,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-07-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00109,"true","","Invoiced | Skipped by SPM",3382203.20506,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-21-2021","",0.00002,0,0.00002,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00431,"true","","Invoiced | Skipped by SPM",3358586.14821,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-09-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.0015,"true","","Invoiced | Skipped by SPM",3378401.63402,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-20-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00406,"true","","Invoiced | Skipped by SPM",3360088.67769,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-24-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00596,"true","","Invoiced | Skipped by SPM",3351935.03181,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-16-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00323,"true","","Invoiced | Skipped by SPM",3366750.29613,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-26-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00646,"true","","Invoiced | Skipped by SPM",3348924.68923,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-14-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00285,"true","","Invoiced | Skipped by SPM",3369742.84810,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-13-2021","",0.00003,0,0.00003,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00275,"true","","Invoiced | Skipped by SPM",3371142.96916,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-14-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00278,"true","","Invoiced | Skipped by SPM",3370543.64011,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-12-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00223,"true","","Invoiced | Skipped by SPM",3374210.57082,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-29-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00726,"true","","Invoiced | Skipped by SPM",3342550.67170,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-18-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00354,"true","","Invoiced | Skipped by SPM",3364549.54174,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-02-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00027,"true","","Invoiced | Skipped by SPM",3389478.77345,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-15-2021","",0,0,0,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00292,"true","","Invoiced | Skipped by SPM",3369342.95417,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-04-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00055,"true","","Invoiced | Skipped by SPM",3386535.38521,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-14-2021","",0.00001,0,0.00001,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00289,"true","","Invoiced | Skipped by SPM",3369545.08946,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
"3.076","Funded Allocation Usage","true",,"10-23-2021","",0.00002,0,0.00002,"GB OUTBOUND DATA TX MO","B93455 - Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","B88206 - Oracle PaaS and IaaS Universal Credits",0.0000000,"11264571 - 11-01-2021 - 650.83",0.00000,"",0.00562,"true","","Invoiced | Skipped by SPM",3354628.63687,"false",,"10208161 - Bb Tecnologia E Servicos S.A",,0.00000,
